zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
1030,apartment,duplex,365000,2,117,117,2,0,just renovated,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
3800,apartment,apartment,398000,2,110,110,2,0,good,SINT-TRUIDEN,Limbourg,Région flamande,192.0
2610,apartment,apartment,395000,3,130,130,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
9100,apartment,apartment,370000,2,105,105,3,0,good,SINT-NIKLAAS,Flandre-Orientale,Région flamande,319.0
8300,apartment,apartment,375000,2,85,85,2,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1200,apartment,apartment,385000,2,135,135,3,0,good,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
2845,apartment,apartment,357000,3,500,500,3,0,good,NIEL,Anvers,Région flamande,317.0
8370,apartment,apartment,365000,3,108,108,2,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1000,apartment,apartment,365000,2,80,80,2,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1180,apartment,penthouse,390000,2,117,117,2,0,just renovated,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1030,apartment,apartment,369000,1,130,130,2,0,just renovated,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
1050,apartment,apartment,360000,3,106,106,2,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
8660,apartment,apartment,364000,3,101,101,2,0,good,DE PANNE,Flandre-Occidentale,Région flamande,118.0
8300,apartment,apartment,365000,2,80,80,2,0,to be done up,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8620,apartment,apartment,375000,2,90,90,3,0,good,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8620,apartment,apartment,390000,3,80,80,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8670,apartment,penthouse,385000,3,113,113,3,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
1785,apartment,duplex,362000,2,97,97,2,0,as new,MERCHTEM,Brabant Flamand,Région flamande,412.0
2600,apartment,apartment,378000,4,124,124,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
5101,apartment,penthouse,390000,3,147,147,3,0,as new,NAMUR,Namur,Région wallonne,258.0
1180,apartment,apartment,355000,2,93,93,3,0,just renovated,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1030,apartment,apartment,360000,4,130,130,3,0,to renovate,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
2970,apartment,apartment,365000,2,120,120,2,0,good,SCHILDE,Anvers,Région flamande,569.0
3010,apartment,duplex,379000,4,140,140,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
1200,apartment,apartment,395000,2,130,130,3,0,good,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
5100,apartment,apartment,390000,2,132,132,2,0,unknown,NAMUR,Namur,Région wallonne,258.0
1400,apartment,loft,399500,3,167,167,2,0,as new,NIVELLES,Brabant Wallon,Région flamande,284.0
8670,apartment,apartment,397500,3,133,133,3,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8370,apartment,apartment,355000,2,110,110,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1070,apartment,ground floor,359000,2,210,210,2,0,as new,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
8300,apartment,apartment,370000,2,92,92,2,0,just renovated,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
2060,apartment,duplex,379000,3,170,170,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8670,apartment,apartment,390000,2,94,94,2,0,good,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8301,apartment,apartment,395000,2,88,88,2,1,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1030,apartment,apartment,359000,3,120,120,2,0,just renovated,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
2000,apartment,apartment,359500,3,116,116,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
2018,apartment,apartment,369500,2,82,82,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1180,apartment,apartment,370000,3,130,130,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
8400,apartment,apartment,375000,2,93,93,3,1,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
4280,apartment,apartment,399000,2,109,109,3,0,as new,HANNUT,Liège,Région wallonne,198.0
2550,apartment,apartment,395000,1,80,80,2,0,good,KONTICH,Anvers,Région flamande,466.0
4000,apartment,apartment,400000,3,127,127,2,0,good,LIÈGE,Liège,Région wallonne,83.0
8420,apartment,apartment,355000,1,46,46,2,0,good,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2830,apartment,apartment,359000,2,103,103,3,0,as new,WILLEBROEK,Anvers,Région flamande,382.0
8800,apartment,apartment,359000,3,145,145,2,0,good,ROESELARE,Flandre-Occidentale,Région flamande,249.0
8430,apartment,apartment,375000,3,98,98,2,0,just renovated,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
1050,apartment,apartment,385000,2,75,75,3,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
2060,apartment,apartment,385000,2,132,132,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
4000,apartment,apartment,389000,3,145,145,2,0,good,LIÈGE,Liège,Région wallonne,83.0
8420,apartment,apartment,395000,2,69,69,2,0,good,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2640,apartment,apartment,375000,3,141,141,2,0,unknown,MORTSEL,Anvers,Région flamande,326.0
3000,apartment,apartment,395000,4,152,152,3,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
4000,apartment,apartment,360000,3,221,221,2,0,as new,LIÈGE,Liège,Région wallonne,83.0
1180,apartment,apartment,370000,2,102,102,2,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1000,apartment,apartment,359000,2,102,102,3,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8900,apartment,apartment,385000,3,154,154,2,0,as new,IEPER,Flandre-Occidentale,Région flamande,265.0
9000,apartment,apartment,370000,2,80,80,2,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
8300,apartment,apartment,398000,2,76,76,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
2900,apartment,penthouse,360000,2,91,91,3,0,as new,SCHOTEN,Anvers,Région flamande,471.0
8301,apartment,apartment,360000,2,100,100,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
4020,apartment,apartment,370000,2,129,129,2,0,as new,LIÈGE,Liège,Région wallonne,83.0
2600,apartment,apartment,365000,2,120,120,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
2000,apartment,apartment,374500,2,85,85,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
1200,apartment,penthouse,379000,2,103,103,2,0,as new,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
2000,apartment,apartment,395000,2,82,82,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
1030,apartment,apartment,370000,2,100,100,2,0,good,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
8400,apartment,apartment,375000,2,90,90,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8300,apartment,apartment,355000,2,75,75,2,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
9000,apartment,apartment,369000,2,73,73,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
9200,apartment,apartment,369000,2,112,112,2,0,good,DENDERMONDE,Flandre-Orientale,Région flamande,242.0
1200,apartment,penthouse,375000,2,97,97,2,0,good,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
4700,apartment,penthouse,395000,3,175,175,3,0,as new,EUPEN,Liège,Région wallonne,169.0
1180,apartment,apartment,399000,2,114,114,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
3800,apartment,penthouse,399000,3,155,155,2,0,good,SINT-TRUIDEN,Limbourg,Région flamande,192.0
8400,apartment,apartment,370000,3,120,120,3,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
3020,apartment,duplex,370000,3,153,153,3,0,as new,HERENT,Brabant Flamand,Région flamande,518.0
2018,apartment,apartment,365000,3,135,135,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8400,apartment,apartment,365000,1,76,76,3,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1600,apartment,duplex,369000,3,120,120,2,0,good,SINT-PIETERS-LEEUW,Brabant Flamand,Région flamande,448.0
1420,apartment,penthouse,380000,3,135,135,3,0,as new,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
8900,apartment,apartment,395000,2,119,119,4,0,as new,IEPER,Flandre-Occidentale,Région flamande,265.0
2630,apartment,apartment,375000,3,158,158,2,0,good,AARTSELAAR,Anvers,Région flamande,509.0
9070,apartment,apartment,399000,2,103,103,3,0,unknown,DESTELBERGEN,Flandre-Orientale,Région flamande,550.0
2500,apartment,apartment,395000,3,161,161,2,0,as new,LIER,Anvers,Région flamande,390.0
8660,apartment,apartment,380000,2,75,75,3,0,as new,DE PANNE,Flandre-Occidentale,Région flamande,118.0
1150,apartment,apartment,385000,3,120,120,3,0,good,WOLUWE-SAINT-PIERRE,Bruxelles (19 communes),Région Bruxelles-capitale,574.0
9000,apartment,loft,395000,0,173,173,2,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
9700,apartment,apartment,395000,2,95,95,4,0,unknown,OUDENAARDE,Flandre-Orientale,Région flamande,268.0
8300,apartment,apartment,355000,1,56,56,2,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1348,apartment,duplex,375000,3,100,100,3,0,as new,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
8660,apartment,apartment,380000,2,101,101,3,0,as new,DE PANNE,Flandre-Occidentale,Région flamande,118.0
2018,apartment,apartment,395000,2,180,180,3,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
9000,apartment,apartment,384500,2,95,95,3,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
2600,apartment,apartment,359500,3,126,126,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
1701,apartment,duplex,369000,3,152,152,2,0,as new,DILBEEK,Brabant Flamand,Région flamande,487.0
2000,apartment,apartment,385000,2,135,135,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
8400,apartment,apartment,395000,3,137,137,3,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
3071,apartment,apartment,361000,2,112,112,4,0,unknown,KORTENBERG,Brabant Flamand,Région flamande,546.0
1090,apartment,apartment,369000,2,109,109,1,0,good,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
8570,apartment,apartment,399000,2,142,142,4,0,as new,ANZEGEM,Flandre-Occidentale,Région flamande,330.0
3010,apartment,apartment,395000,2,109,109,3,0,unknown,LEUVEN,Brabant Flamand,Région flamande,465.0
1050,apartment,apartment,355000,2,115,115,2,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
8670,apartment,apartment,399000,2,110,110,2,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
3910,apartment,loft,369000,3,200,200,3,0,as new,PELT,Limbourg,Région flamande,432.0
3020,apartment,duplex,359000,2,104,104,2,0,as new,HERENT,Brabant Flamand,Région flamande,518.0
1780,apartment,duplex,395000,2,170,170,2,0,unknown,WEMMEL,Brabant Flamand,Région flamande,524.0
2000,apartment,apartment,357500,2,85,85,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8670,apartment,apartment,360000,2,100,100,3,0,unknown,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8660,apartment,apartment,370000,2,70,70,3,0,just renovated,DE PANNE,Flandre-Occidentale,Région flamande,118.0
4800,apartment,apartment,375000,2,215,215,4,0,unknown,VERVIERS,Liège,Région wallonne,72.0
8300,apartment,apartment,380000,3,103,103,3,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1850,apartment,duplex,384000,3,125,125,3,0,unknown,GRIMBERGEN,Brabant Flamand,Région flamande,436.0
1000,apartment,duplex,390000,2,169,169,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
4000,apartment,apartment,395000,4,300,300,2,0,good,LIÈGE,Liège,Région wallonne,83.0
8370,apartment,apartment,399000,2,75,75,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
2000,apartment,penthouse,358000,1,75,75,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
4000,apartment,apartment,360000,3,140,140,2,0,good,LIÈGE,Liège,Région wallonne,83.0
2000,apartment,apartment,375000,2,93,93,4,0,good,ANTWERPEN,Anvers,Région flamande,334.0
1140,apartment,penthouse,355000,3,124,124,2,0,unknown,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
8300,apartment,apartment,395000,2,85,85,3,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
4800,apartment,loft,395000,4,230,230,2,0,good,VERVIERS,Liège,Région wallonne,72.0
2000,apartment,apartment,365000,1,85,85,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
2630,apartment,penthouse,369000,1,100,100,3,0,unknown,AARTSELAAR,Anvers,Région flamande,509.0
1050,apartment,apartment,375000,2,100,100,2,0,as new,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
2610,apartment,apartment,390000,3,160,160,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
8710,apartment,apartment,355000,2,102,102,2,0,as new,WIELSBEKE,Flandre-Occidentale,Région flamande,225.0
8670,apartment,apartment,369000,2,80,80,2,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
2018,apartment,apartment,365000,2,97,97,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
4300,apartment,duplex,379000,3,152,152,3,0,as new,WAREMME,Liège,Région wallonne,117.0
1000,apartment,apartment,395000,2,96,96,2,1,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9032,apartment,apartment,398000,2,98,98,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
3500,apartment,apartment,399000,3,127,127,2,0,as new,HASSELT,Limbourg,Région flamande,411.0
2000,apartment,apartment,400000,2,150,150,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8670,apartment,apartment,369000,2,120,120,3,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
3500,apartment,apartment,358102,3,164,164,4,0,as new,HASSELT,Limbourg,Région flamande,411.0
1400,apartment,apartment,365000,3,155,155,3,0,as new,NIVELLES,Brabant Wallon,Région flamande,284.0
8420,apartment,apartment,395000,2,120,120,2,0,as new,DE HAAN,Flandre-Occidentale,Région flamande,257.0
8400,apartment,apartment,353875,2,93,93,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2520,apartment,apartment,360000,3,172,172,3,0,just renovated,RANST,Anvers,Région flamande,528.0
8430,apartment,apartment,360000,1,270,270,2,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
7700,apartment,apartment,375000,3,143,143,3,0,as new,MOUSCRON,Hainaut,Région wallonne,172.0
8420,apartment,apartment,389000,2,80,80,2,0,good,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2930,apartment,duplex,389900,3,143,143,3,0,as new,BRASSCHAAT,Anvers,Région flamande,529.0
7100,apartment,apartment,395000,4,305,305,3,0,as new,LA LOUVIÈRE,Hainaut,Région wallonne,37.0
2000,apartment,apartment,399000,4,163,163,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
3020,apartment,duplex,399999,3,145,145,2,0,as new,HERENT,Brabant Flamand,Région flamande,518.0
1640,apartment,apartment,374500,3,100,100,4,0,as new,RHODE-SAINT-GENÈSE,Brabant Flamand,Région flamande,573.0
3000,apartment,apartment,359000,2,80,80,2,0,just renovated,LEUVEN,Brabant Flamand,Région flamande,465.0
8400,apartment,apartment,375000,2,99,99,3,0,unknown,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
3000,apartment,apartment,395000,2,120,120,3,0,as new,LEUVEN,Brabant Flamand,Région flamande,465.0
8670,apartment,apartment,395000,2,69,69,3,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
3200,apartment,ground floor,355000,3,150,150,2,0,as new,AARSCHOT,Brabant Flamand,Région flamande,335.0
1050,apartment,apartment,400000,2,111,111,4,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
9000,apartment,penthouse,395000,2,85,85,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
1140,apartment,duplex,400000,3,126,126,2,0,good,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
2018,apartment,kot,398000,3,75,75,4,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8670,apartment,penthouse,359000,2,90,90,3,0,as new,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8660,apartment,apartment,365000,2,80,80,2,0,good,DE PANNE,Flandre-Occidentale,Région flamande,118.0
1030,apartment,apartment,375000,2,140,140,3,0,as new,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
8620,apartment,apartment,380000,2,98,98,3,0,unknown,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8620,apartment,duplex,380000,2,84,84,3,0,unknown,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8300,apartment,apartment,395000,3,97,97,3,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
9270,apartment,loft,399000,3,222,222,3,0,as new,LAARNE,Flandre-Orientale,Région flamande,499.0
8570,apartment,apartment,399500,2,175,175,3,0,as new,ANZEGEM,Flandre-Occidentale,Région flamande,330.0
9000,apartment,apartment,385000,2,91,91,2,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
2000,apartment,apartment,359000,2,117,117,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
3500,apartment,ground floor,379000,2,121,121,3,0,as new,HASSELT,Limbourg,Région flamande,411.0
1040,apartment,apartment,375000,2,100,100,2,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
5100,apartment,apartment,397500,4,300,300,3,0,unknown,NAMUR,Namur,Région wallonne,258.0
9000,apartment,apartment,385000,2,94,94,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
2830,apartment,apartment,399000,1,140,140,2,0,as new,WILLEBROEK,Anvers,Région flamande,382.0
9550,apartment,penthouse,360000,3,140,140,2,0,as new,HERZELE,Flandre-Orientale,Région flamande,363.0
3800,apartment,apartment,365000,2,146,146,4,0,good,SINT-TRUIDEN,Limbourg,Région flamande,192.0
8400,apartment,apartment,369000,3,115,115,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8420,apartment,apartment,369000,3,95,95,2,0,as new,DE HAAN,Flandre-Occidentale,Région flamande,257.0
9290,apartment,apartment,369000,2,115,115,3,0,good,BERLARE,Flandre-Orientale,Région flamande,454.0
1000,apartment,apartment,375000,2,108,108,3,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
2140,apartment,triplex,348000,6,186,186,2,0,to be done up,ANTWERPEN,Anvers,Région flamande,334.0
9000,apartment,apartment,379000,3,112,112,3,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
2000,apartment,kot,385000,3,68,68,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
3500,apartment,apartment,385000,3,133,133,2,0,good,HASSELT,Limbourg,Région flamande,411.0
8400,apartment,apartment,385000,2,79,79,3,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2060,apartment,apartment,395000,2,91,91,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
8301,apartment,apartment,395000,2,90,90,2,1,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8301,apartment,apartment,395000,2,92,92,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
6700,apartment,penthouse,400000,3,225,225,3,0,as new,ARLON,Luxembourg,Région wallonne,309.0
8400,apartment,duplex,400000,3,100,100,3,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2000,apartment,apartment,385000,2,135,135,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
8000,apartment,apartment,355000,2,137,137,2,0,to renovate,BRUGGE,Flandre-Occidentale,Région flamande,467.0
8301,apartment,ground floor,355000,2,99,99,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
